City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
295,laguna,38.421,-121.4238,39.23,18,0,5.14,US,1722820454
296,udachny,66.4167,112.4,19.88,44,100,4.81,RU,1722820455
297,ginir,7.1333,40.7,16.69,75,91,2.34,ET,1722820456
298,zhangye,38.9342,100.4517,28.04,19,100,3.5,CN,1722820457
299,santa lucia,27.9117,-15.5407,18.62,73,20,9.77,ES,1722820458
300,tadine,-21.55,167.8833,22.03,53,10,6.61,NC,1722820328
301,hola,51.5377,23.1902,18.1,59,100,2.23,PL,1722820460
302,san patricio,28.017,-97.5169,31.05,58,5,5.07,US,1722820461
303,midvagur,62.0511,-7.1939,12.46,94,100,10.8,FO,1722820462
304,huarmey,-10.0681,-78.1522,17.03,84,6,4.84,PE,1722820463
305,bahia blanca,-38.7196,-62.2724,12.81,46,100,4.2,AR,1722820443
306,seeb,23.6703,58.1891,29.57,86,100,5.19,OM,1722820465
307,ust'-ilimsk,58.0006,102.6619,18.86,54,0,1.18,RU,1722820466
308,sulak,43.2734,47.5146,25.54,75,0,5.34,RU,1722820467
309,acarau,-2.8856,-40.12,25.0,83,4,7.09,BR,1722820469
310,nova sintra,14.8667,-24.7167,26.68,78,100,2.42,CV,1722820470
311,kailua-kona,19.6406,-155.9956,28.98,78,100,4.12,US,1722820471
312,pudozh,61.8099,36.5345,11.54,94,20,1.78,RU,1722820472
313,ratnagiri,16.9833,73.3,25.95,90,100,4.48,IN,1722820473
314,labytnangi,66.6572,66.4183,9.35,61,100,9.14,RU,1722819902
315,saint-pierre,-21.3393,55.4781,18.82,55,40,3.6,RE,1722820475
316,jolo,6.05,121.0167,29.36,69,99,1.48,PH,1722820476
317,arteche,12.2645,125.4048,28.87,73,87,2.56,PH,1722820321
318,rio grande,-32.035,-52.0986,13.86,96,100,8.29,BR,1722820478
319,ryotsu-minato,38.0833,138.4333,26.48,88,54,3.43,JP,1722820479
320,peace river,56.2501,-117.286,18.17,77,100,5.66,CA,1722820480
321,graaff-reinet,-32.2522,24.5308,6.62,69,72,1.6,ZA,1722820481
322,lihue,21.9789,-159.3672,27.77,70,100,6.69,US,1722820482
323,susuman,62.7833,148.1667,17.33,38,4,2.55,RU,1722820483
324,tolanaro,-25.0319,46.9987,17.44,90,0,3.2,MG,1722820484
325,nikko,36.75,139.6167,28.97,62,0,2.73,JP,1722820486
326,ouarzazat,30.9189,-6.8934,32.16,14,20,4.12,MA,1722819908
327,lospalos,-8.5186,127.0025,23.92,71,100,4.54,TL,1722820488
328,puerto deseado,-47.7503,-65.8938,5.0,95,95,4.79,AR,1722820489
329,labuan,5.2767,115.2417,27.32,80,36,3.37,MY,1722820490
330,novyy urengoy,66.0833,76.6333,10.98,58,100,6.96,RU,1722819900
331,san fernando,15.0286,120.6898,28.85,73,100,2.0,PH,1722819979
332,kill devil hills,36.0307,-75.676,26.1,88,0,6.17,US,1722820335
333,port blair,11.6667,92.75,26.02,94,40,0.0,IN,1722820495
334,novyy urgal,51.0736,132.5642,14.91,95,100,1.23,RU,1722820496
335,namibe,-15.1961,12.1522,15.56,89,0,1.55,AO,1722820497
336,ardabil,38.2498,48.2933,18.43,76,0,1.23,IR,1722820499
337,port hedland,-20.3167,118.5667,18.03,55,0,7.2,AU,1722820500
338,goyerkata,26.6998,89.0257,24.9,95,100,2.15,IN,1722820502
339,thames,-37.1333,175.5333,12.96,55,24,1.29,NZ,1722820503
340,vorkuta,67.5,64.0,9.01,65,64,4.86,RU,1722820504
341,colonia menno,-22.3667,-59.8167,26.56,47,96,3.39,PY,1722820506
342,katsuren-haebaru,26.3369,127.8719,32.83,68,40,6.17,JP,1722820508
343,skeldon,5.8833,-57.1333,25.2,90,100,0.94,GY,1722820509
344,srednebelaya,50.6594,128.0106,25.21,98,100,5.93,RU,1722820510
345,lakatoro,-16.0999,167.4164,24.4,55,3,8.49,VU,1722820511
346,aoulef,26.9667,1.0833,37.58,10,9,4.32,DZ,1722820512
347,arica,-18.475,-70.3042,15.75,72,0,1.54,CL,1722820008
348,panama city beach,30.1766,-85.8055,24.45,93,100,3.13,US,1722820514
349,gornozavodsk,58.3758,58.3211,12.31,98,30,1.37,RU,1722820515
350,vorgashor,67.5833,63.95,8.45,65,57,5.03,RU,1722820516
351,karagandy,49.8019,73.1021,8.97,62,0,3.19,KZ,1722820517
352,erenhot,43.6475,111.9767,24.62,30,0,1.64,CN,1722820518
353,caucasia,7.9865,-75.1935,24.97,90,89,1.46,CO,1722820519
354,miramichi,47.0043,-65.4654,21.47,91,100,2.96,CA,1722820520
355,bousso,10.4795,16.7117,21.86,89,100,1.48,TD,1722820522
356,puerto carreno,6.189,-67.4859,27.11,83,100,1.25,CO,1722820523
357,esperantinopolis,-4.8667,-44.7083,23.54,44,2,1.25,BR,1722820274
358,bhimunipatnam,17.8833,83.4333,27.73,79,100,1.52,IN,1722820525
359,cody,44.5263,-109.0565,26.12,44,40,3.58,US,1722820526
360,baukau,51.5526,7.2042,17.73,84,94,0.94,DE,1722820527
361,port macquarie,-31.4333,152.9167,19.38,65,100,3.13,AU,1722820528
362,nabire,-3.3667,135.4833,25.96,82,100,1.19,ID,1722820529
363,eforie sud,44.0229,28.6494,19.45,71,6,4.44,RO,1722820530
364,rajgarh,28.6333,75.3833,27.84,81,2,5.97,IN,1722820531
365,east london,-33.0153,27.9116,13.95,51,7,9.44,ZA,1722820532
366,wickenburg,33.9686,-112.7296,42.87,24,56,5.72,US,1722820533
367,khorixas,-20.3667,14.9667,13.87,39,0,1.42,NA,1722820534
368,fort mcmurray,56.7268,-111.381,23.77,33,0,1.54,CA,1722820535
369,porto novo,6.4965,2.6036,24.9,82,26,3.15,BJ,1722820536
370,kavieng,-2.5744,150.7967,28.64,73,100,4.55,PG,1722820537
371,ingeniero jacobacci,-41.3427,-69.5448,6.32,55,100,2.55,AR,1722820539
372,ha tinh,18.3333,105.9,29.49,68,5,1.6,VN,1722820540
373,colares,38.7992,-9.4469,20.99,76,0,8.76,PT,1722820541
374,argo,37.6333,22.7333,26.55,54,0,1.13,GR,1722820542
375,asbury,42.5144,-90.7515,27.59,71,100,3.58,US,1722820543
376,kokopo,-4.352,152.2633,28.99,68,100,4.16,PG,1722820544
377,upata,8.0086,-62.3989,25.11,96,100,1.4,VE,1722820545
378,fisterra,42.9049,-9.2629,18.19,93,0,4.15,ES,1722820546
379,lauro de freitas,-12.8944,-38.3272,25.01,73,40,5.66,BR,1722820260
380,olinda,-8.0089,-34.8553,23.85,88,40,3.09,BR,1722820103
381,cill airne,52.05,-9.5167,17.25,99,100,2.81,IE,1722820549
382,hobyo,5.3505,48.5268,24.07,83,46,10.91,SO,1722820550
383,rikaze,29.25,88.8833,14.02,59,100,0.2,CN,1722820552
384,boda,4.3189,17.4695,20.76,97,99,1.02,CF,1722820554
385,valley city,46.9233,-98.0032,20.29,77,40,2.06,US,1722820555
386,katsuura,35.1333,140.3,27.6,72,0,2.34,JP,1722820556
387,weno,7.4515,151.8468,31.97,79,75,4.12,FM,1722820557
388,malango,-2.9627,119.9001,23.88,73,98,1.46,ID,1722820558
389,dame-marie,18.5667,-74.4167,28.41,80,98,0.69,HT,1722820559
390,prince rupert,54.3161,-130.3201,17.88,76,99,2.1,CA,1722820276
391,yelwa,8.8333,9.6333,23.35,89,100,2.29,NG,1722820561
392,ntoum,0.3833,9.7833,23.23,81,100,2.04,GA,1722820562
393,kirakira,-10.4544,161.9205,26.14,88,100,6.06,SB,1722820563
394,svetlyy,54.675,20.1347,17.03,96,100,2.25,RU,1722820564
395,kpandae,8.4689,-0.0113,23.89,79,98,3.12,GH,1722820565
396,meadow lakes,61.6247,-149.6011,21.17,69,0,2.57,US,1722820567
397,bayan,46.0833,127.4,24.09,96,100,5.48,CN,1722820568
398,aykhal,66.0,111.5,20.58,40,36,6.61,RU,1722820569
399,san antonio,29.4241,-98.4936,33.19,50,75,7.72,US,1722819836
400,mancio lima,-7.6142,-72.8958,24.03,83,82,0.81,BR,1722820571
401,westport,41.1415,-73.3579,23.75,89,0,3.6,US,1722820572
402,caleta de carquin,-11.0925,-77.6267,16.87,82,15,5.48,PE,1722820573
403,saacow,1.6279,42.4407,21.83,82,90,3.52,SO,1722820574
404,morehead city,34.7229,-76.726,28.0,86,20,7.2,US,1722820354
405,fale old settlement,-9.3852,-171.2468,27.68,81,100,6.4,TK,1722820577
406,saltpond,5.2091,-1.0606,23.8,84,100,2.95,GH,1722820578
407,tempio pausania,40.8974,9.1035,22.51,96,0,1.19,IT,1722820579
408,port saint john's,-31.6229,29.5448,14.31,63,100,7.04,ZA,1722820580
409,mahibadhoo,3.7833,72.9667,28.45,73,100,3.16,MV,1722820046
410,solnechnyy,50.7214,136.6319,20.98,57,100,3.19,RU,1722820582
411,hamilton,39.1834,-84.5333,28.82,71,20,2.06,US,1722820245
412,eyl,7.9803,49.8164,24.23,78,100,9.48,SO,1722820584
413,bata,1.8639,9.7658,23.25,87,88,3.09,GQ,1722820586
414,kish,26.5578,54.0194,34.15,75,73,5.14,IR,1722820587
415,persembe,41.0656,37.7714,22.68,89,0,2.0,TR,1722820588
416,grand rapids,42.9634,-85.6681,25.65,68,50,2.15,US,1722820487
417,mejit,10.2753,170.8646,28.66,79,21,6.68,MH,1722820591
418,barabinsk,55.3571,78.357,15.95,90,100,2.84,RU,1722820592
419,pacific grove,36.6177,-121.9166,24.56,89,100,5.14,US,1722820593
420,vilcun,-38.65,-72.2333,9.41,86,94,6.02,CL,1722820594
421,tlahualilo de zaragoza,26.1167,-103.45,33.6,19,3,5.7,MX,1722820595
422,vila velha,-20.3297,-40.2925,21.08,97,75,1.54,BR,1722820103
423,oyama,36.3,139.8,33.66,42,6,1.5,JP,1722820074
424,port douglas,-16.4833,145.4667,22.44,74,75,5.13,AU,1722820598
425,saint-philippe,-21.3585,55.7679,18.77,76,31,2.52,RE,1722820082
426,kousseri,12.0769,15.0306,23.03,87,100,2.15,CM,1722820600
427,la passe,45.5549,-0.8967,19.13,91,0,2.84,FR,1722820601
428,bac lieu,9.285,105.7244,27.5,80,71,2.46,VN,1722820602
429,mbekenyera,-10.0,38.9833,16.64,92,1,1.25,TZ,1722820604
430,gadzhiyevo,69.2551,33.3362,7.19,88,3,0.83,RU,1722820605
431,selfoss,63.9331,-20.9971,11.14,75,100,12.43,IS,1722820606
432,chibougamau,49.9168,-74.3659,13.79,62,20,2.06,CA,1722820607
433,shahrak,34.1074,64.3052,15.11,31,0,1.95,AF,1722820608
434,quelimane,-17.8786,36.8883,16.97,94,0,1.54,MZ,1722820609
435,zambezi,-13.5432,23.1047,13.79,30,0,1.54,ZM,1722820610
436,marsa alam,25.0757,34.8918,32.62,55,99,1.01,EG,1722820573
437,kyabe,9.4515,18.9449,20.64,92,100,0.3,TD,1722820612
438,nouadhibou,20.931,-17.0347,23.99,88,40,4.63,MR,1722820613
439,san salvador de jujuy,-24.1946,-65.2971,14.74,59,0,1.64,AR,1722820614
440,penzance,50.1186,-5.5371,18.38,93,100,8.3,GB,1722820615
441,broome,42.2506,-75.833,23.33,66,0,1.51,US,1722820616
442,vangaindrano,-23.35,47.6,16.72,90,1,2.68,MG,1722820617
443,vila franca do campo,37.7167,-25.4333,23.23,90,2,1.69,PT,1722820618
444,sarina,-21.4333,149.2167,21.45,1,99,4.04,AU,1722820619
445,lincoln city,44.9582,-124.0179,21.83,80,0,4.02,US,1722820620
446,st. paul,44.9444,-93.0933,26.41,73,0,4.12,US,1722820622
447,sur,22.5667,59.5289,28.92,73,100,3.45,OM,1722820623
448,preobrazheniye,42.9019,133.9064,19.91,70,99,3.31,RU,1722820624
449,'ain el hadjar,34.7585,0.1453,22.63,34,0,0.43,DZ,1722820625
450,kayangel,8.0823,134.7173,28.93,74,17,5.7,PW,1722820626
451,marabba,12.35,32.1833,25.57,78,100,3.49,SD,1722820627
452,el porvenir,13.7617,-87.3458,22.63,91,100,1.34,HN,1722820628
453,punta del este,-34.9667,-54.95,11.6,85,0,3.13,UY,1722820629
454,hatillo,18.4863,-66.8254,28.81,84,100,0.45,PR,1722820630
455,al jawf,29.5,38.75,25.5,27,0,2.87,SA,1722820631
456,verkhnevilyuysk,63.4453,120.3167,20.34,39,20,4.31,RU,1722820632
457,akrehamn,59.2667,5.1833,13.33,67,15,0.73,NO,1722820634
458,balqash,46.8481,74.995,23.74,41,0,3.07,KZ,1722820635
459,salekhard,66.53,66.6019,8.64,65,100,9.43,RU,1722820637
460,zykovo,55.9519,93.1461,19.41,92,100,1.17,RU,1722820639
461,punata,-17.55,-65.8333,15.88,76,0,3.99,BO,1722820640
462,songyuan,45.1171,124.8568,25.81,89,100,5.66,CN,1722820641
463,ancud,-41.8697,-73.8203,7.98,91,100,8.32,CL,1722820474
464,al kharijah,25.4514,30.5464,30.74,16,26,3.48,EG,1722820643
465,ola,59.5833,151.2833,15.77,74,0,2.23,RU,1722820644
466,new norfolk,-42.7826,147.0587,13.29,52,7,3.7,AU,1722820645
467,alofi,-19.0595,-169.9187,26.94,78,75,4.63,NU,1722820646
468,mendi,-6.1761,143.6513,19.18,70,99,1.88,PG,1722820630
469,binh long,11.6512,106.6071,27.53,89,88,1.32,VN,1722820648
470,prado,-17.3411,-39.2208,22.15,88,32,4.03,BR,1722820649
471,guerrero negro,27.9769,-114.0611,23.23,72,17,6.44,MX,1722820651
472,namsos,64.4662,11.4957,14.95,94,75,1.03,NO,1722820652
473,plettenberg bay,-34.0527,23.3716,8.44,69,3,4.83,ZA,1722820653
474,palu,-0.8917,119.8707,26.46,90,97,0.91,ID,1722820525
475,quellon,-43.1167,-73.6167,7.46,94,100,3.13,CL,1722820631
476,kapustin yar,48.5831,45.7372,24.27,33,50,4.94,RU,1722820656
477,lompoc,34.6391,-120.4579,22.18,77,0,5.14,US,1722820657
478,altai,46.3722,96.2583,18.75,28,7,0.42,MN,1722820658
479,bandarbeyla,9.4942,50.8122,24.83,78,100,12.86,SO,1722820660
480,wawa,9.9022,4.4192,22.65,84,52,1.78,NG,1722820661
481,illizi,26.4833,8.4667,29.89,19,98,1.72,DZ,1722820662
482,berthoud,47.059,7.6279,17.75,96,100,0.91,CH,1722820663
483,mazamari,-11.3258,-74.5308,23.71,70,87,1.18,PE,1722820664
484,inirida,3.8653,-67.9239,23.87,90,97,0.89,CO,1722820668
485,shache,38.4167,77.2406,26.52,43,8,1.02,CN,1722820669
486,taksimo,56.3444,114.8794,20.33,63,56,1.21,RU,1722820670
487,saint-francois,46.4154,3.9054,14.82,95,0,1.03,FR,1722820671
488,huanan,46.2167,130.5167,26.04,84,22,5.32,CN,1722820672
489,jaguaribe,-5.8906,-38.6219,26.84,46,100,3.05,BR,1722820673
490,misratah,32.3754,15.0925,27.5,68,0,1.76,LY,1722820674
491,petrovsk,52.3064,45.3917,16.3,89,100,2.42,RU,1722820675
492,tazacorte,28.629,-17.9293,22.54,94,75,5.14,ES,1722820676
493,galle,6.0367,80.217,28.85,81,57,0.45,LK,1722820678
494,ghat,24.9647,10.1728,31.69,13,0,1.77,LY,1722820679
495,fort st. john,56.2499,-120.8529,13.94,82,75,4.12,CA,1722820680
496,soata,6.3337,-72.6828,10.48,87,38,1.86,CO,1722820681
497,boguchany,58.3814,97.4531,19.32,62,6,0.8,RU,1722820682
498,columbia falls,48.3725,-114.1815,18.64,91,98,1.65,US,1722820683
499,luwuk,-0.9516,122.7875,25.89,74,100,3.28,ID,1722820684
500,khovd,48.0056,91.6419,22.14,35,0,0.41,MN,1722820685
501,dunedin,-45.8742,170.5036,10.94,58,9,1.63,NZ,1722820686
502,tubarjal,30.4999,38.216,25.82,42,0,4.81,SA,1722820687
503,walterboro,32.9052,-80.6668,26.94,100,0,2.06,US,1722820688
504,tommot,58.9564,126.2925,15.44,97,100,2.14,RU,1722820689
505,tayshet,55.9342,98.0044,17.38,68,0,1.7,RU,1722820690
506,turkeli,41.9476,34.3386,23.85,57,10,1.73,TR,1722820691
507,valparaiso,-33.0393,-71.6273,13.89,68,0,2.06,CL,1722820507
508,maceio,-9.6658,-35.7353,21.69,100,75,0.0,BR,1722820694
509,essaouira,31.5125,-9.77,21.72,88,0,1.54,MA,1722820695
510,kideksha,56.4167,40.5167,13.23,92,4,2.28,RU,1722820696
511,pimentel,-6.8367,-79.9342,18.16,77,0,7.2,PE,1722820503
512,kulhudhuffushi,6.6221,73.07,27.67,78,100,4.39,MV,1722820698
513,saldanha,-33.0117,17.9442,11.38,60,10,3.1,ZA,1722820699
514,cidreira,-30.1811,-50.2056,16.14,100,100,1.99,BR,1722820408
515,bubaque,11.2833,-15.8333,26.42,81,100,3.43,GW,1722820694
516,san rafael del yuma,18.4299,-68.6739,27.76,85,62,3.25,DO,1722820702
517,pisco,-13.7,-76.2167,16.03,88,0,3.09,PE,1722820703
518,lata,40.1629,-8.3327,17.26,97,35,0.93,PT,1722820704
519,puerto aysen,-45.4,-72.7,3.01,99,100,1.38,CL,1722820631
520,koupela,12.1794,-0.3517,23.7,87,100,2.76,BF,1722820706
521,kerikeri,-35.2268,173.9474,16.62,60,40,2.68,NZ,1722820675
522,tirur,10.9,75.9167,23.55,88,100,2.1,IN,1722820708
523,shobu,36.0667,139.6,34.42,60,2,1.56,JP,1722820709
524,macclenny,30.2822,-82.1221,26.02,95,100,0.45,US,1722820710
525,usinsk,65.9939,57.5281,12.44,80,100,9.7,RU,1722820712
526,sosenskiy,54.059,35.9623,12.26,94,10,1.88,RU,1722820713
527,shimoda,34.6667,138.95,31.17,68,0,2.14,JP,1722820714
528,swakopmund,-22.6833,14.5333,9.43,82,4,5.6,NA,1722820715
529,megion,61.0296,76.1136,18.01,87,100,0.8,RU,1722820716
530,la'ie,21.6477,-157.9253,30.98,71,5,1.34,US,1722820717
531,sisophon,13.5859,102.9737,26.78,82,21,3.3,KH,1722820718
532,coahuayana de hidalgo,18.7,-103.6583,27.31,83,100,1.49,MX,1722820719
533,anatuya,-28.4606,-62.8347,12.27,77,0,2.88,AR,1722820720
534,umri,26.5106,78.9367,26.75,81,96,6.45,IN,1722820721
535,brokopondo,4.75,-55.1667,28.33,72,100,3.04,SR,1722820722
536,sinabang,2.4803,96.3801,26.93,83,57,1.52,ID,1722820723
537,launceston,-41.45,147.1667,12.67,87,100,6.17,AU,1722820504
538,yadgir,16.7667,77.1333,23.47,88,14,2.86,IN,1722820725
539,tateyama,34.9833,139.8667,28.65,67,0,0.56,JP,1722820726
540,isabela,6.7085,121.9711,30.03,72,99,0.56,PH,1722820727
541,villafranca de los barros,38.5614,-6.3381,26.6,29,0,1.89,ES,1722820728
542,oleksandriya,48.6696,33.1159,16.5,85,40,3.09,UA,1722820730
543,san pedro pochutla,15.7333,-96.4667,28.17,87,91,1.87,MX,1722820731
544,korsakov,46.6328,142.7813,15.91,79,89,2.11,RU,1722820732
545,la mana,-0.9333,-79.2167,22.94,88,55,1.34,EC,1722820733
546,yigo village,13.5361,144.8886,30.16,73,0,6.69,GU,1722820734
547,segezha,63.7415,34.3222,8.23,95,51,3.64,RU,1722820735
548,hirara,24.8,125.2833,31.15,79,75,6.17,JP,1722820736
549,glace bay,46.1969,-59.957,23.98,91,100,1.34,CA,1722820737
550,abepura,-2.6333,140.5833,27.45,78,100,2.57,ID,1722820738
551,nenagh,52.8619,-8.1967,18.3,92,100,5.49,IE,1722820739
552,baruun-urt,46.6806,113.2792,21.23,53,3,2.42,MN,1722820740
553,lorengau,-2.0226,147.2712,28.13,79,77,3.38,PG,1722820741
554,antalaha,-14.9003,50.2788,18.18,86,82,2.8,MG,1722820742
555,walvis bay,-22.9575,14.5053,9.49,79,2,6.04,NA,1722820743
556,booneville,34.6582,-88.5667,29.01,62,75,1.15,US,1722820647
557,dryden,49.7833,-92.7503,18.16,59,75,2.06,CA,1722820746
558,cabanas,22.9758,-82.9219,25.66,87,100,2.14,CU,1722820747
559,sujangarh,27.7011,74.4649,27.38,81,9,5.74,IN,1722820748
560,tamiahua,21.2667,-97.45,26.7,81,0,2.42,MX,1722820749
561,ras al khaimah city,25.7895,55.9432,34.12,62,0,9.77,AE,1722820750
562,beyneu,45.3167,55.2,28.42,32,100,1.47,KZ,1722820751
563,kidal,18.4411,1.4078,31.31,46,90,4.49,ML,1722820752
564,guthrie,35.8789,-97.4253,34.37,32,0,2.57,US,1722820753
565,song cau,13.45,109.2167,28.41,68,21,1.95,VN,1722820754
566,nagqu,31.5,92.0,6.96,70,0,1.22,CN,1722820755
567,nguigmi,14.2495,13.1092,28.62,60,100,7.14,NE,1722820756
568,rawson,-43.3002,-65.1023,10.4,55,70,4.44,AR,1722820757
569,la sarre,48.8002,-79.1996,15.32,56,37,3.2,CA,1722820758
570,viedma,-40.8135,-62.9967,10.87,48,99,4.86,AR,1722820625
571,jayapura,-2.5333,140.7,27.66,65,100,2.24,ID,1722820760
572,rongelap,11.1635,166.8941,28.73,78,73,6.46,MH,1722820761
573,san pablo villa de mitla,16.9167,-96.4,19.13,83,28,2.81,MX,1722820763
574,cavelossim,15.1726,73.9419,26.99,89,53,3.35,IN,1722820764
575,urengoy,65.9667,78.3667,11.1,58,100,6.66,RU,1722820765
576,kalach-na-donu,48.691,43.5264,21.95,53,57,1.7,RU,1722820766
577,takoradi,4.8845,-1.7554,23.76,85,100,2.82,GH,1722820767
578,val-d'or,48.1002,-77.7828,13.63,72,12,1.24,CA,1722820507
579,ambodifotatra,-16.9833,49.85,21.76,75,19,1.2,MG,1722820769
580,mogadishu,2.0371,45.3438,24.24,76,100,7.91,SO,1722820770
581,idri,27.5,13.2667,28.52,17,0,1.69,LY,1722820618
582,humahuaca,-23.2054,-65.3505,9.65,18,0,2.7,AR,1722820772
583,curvelo,-18.7564,-44.4308,19.08,55,0,2.87,BR,1722820773
584,puerto lempira,15.2667,-83.7667,26.87,84,25,3.69,HN,1722820774
585,naini tal,29.3974,79.4469,12.56,93,61,1.92,IN,1722820775
586,lazaro cardenas,17.9583,-102.2,27.97,80,100,3.48,MX,1722820777
587,las palmas,28.4204,-14.0131,20.44,78,0,4.12,ES,1722820730
588,aral,40.5156,81.2636,26.86,36,100,0.6,CN,1722820779
589,juneau,58.3019,-134.4197,27.0,100,20,3.09,US,1722820780
590,tomohon,1.3346,124.8392,25.52,68,93,1.07,ID,1722820781
591,cannonvale,-20.2833,148.7,21.66,67,98,4.21,AU,1722820783
